word	rank	flags	current_breakdown
mitterrand	116796	stray,unknown	mit·terr·an·d
facially	116890	stray,unknown	fac·i·al·ly
geisel	116916	stray,unknown	ge·ise·l
visualised	117299	stray,unknown	vis·u·al·ise·d
mordant	117415	stray,unknown	mor·d·ant
fenland	117811	stray,lowconf,unknown	fen·l·an·d
compulsorily	118049	stray,unknown	com·puls·or·i·ly
victoriana	118092	stray,unknown	vict·or·ian·a
cissy	118223	stray	cis·s·y
tarkovsky	118543	stray,lowconf,unknown	tar·kov·s·k·y
reformatory	118914	stray	re·form·ator·y
cobia	119103	stray,unknown	co·bi·a
sublimated	119129	stray,unknown	sub·lim·ate·d
editorially	119398	stray,unknown	e·di·tor·i·al·ly
synthetically	119644	stray,unknown	syn·the·t·ical·ly
mortice	119884	stray	mort·ic·e
pedantry	119923	stray,unknown	ped·ant·r·y
debilitated	119945	stray,lowconf,unknown	de·bi·lit·ate·d
macrobiotics	120669	stray,unknown	macro·bio·t·ic·s
hadji	120712	stray,unknown	hadj·i
cosmogony	120936	stray,lowconf,unknown	cosmo·gon·y
archean	121117	stray,unknown	arch·e·an
veronese	121183	stray,unknown	ver·on·es·e
sentential	121402	stray,unknown	sent·ent·i·al
divisibility	122088	stray,unknown	di·vis·i·bi·l·ity
limonene	122971	stray,unknown	lim·on·en·e
naturalised	123175	stray,unknown	nat·ur·al·ise·d
tarheel	123288	stray,lowconf,unknown	tar·h·ee·l
mansi	123336	stray,unknown	man·s·i
committeeman	123549	stray,unknown	com·mit·t·ee·m·an
fincen	123632	stray,unknown	fin·c·en
formalisation	123719	stray,unknown	form·al·i·s·ation
resuscitated	123880	stray,unknown	re·su·sci·t·ate·d
confidante	123909	stray	con·fid·ant·e
ament	123922	stray	a·ment
oceanographer	123987	stray	oc·e·an·o·graph·er
seductress	124036	stray,unknown	se·duct·r·ess
victimised	124600	stray,lowconf,unknown	vict·im·ise·d
thessalonica	124633	stray,unknown	the·s·s·al·on·ic·a
subservience	124871	stray,unknown	sub·serv·i·ence
abiogenesis	125074	stray	a·bio·gene·sis
euonymus	125085	stray,unknown	eu·onym·u·s
affenpinscher	125271	stray,lowconf,unknown	af·fen·pin·s·ch·er
magnifico	125972	stray,unknown	magni·fic·o
victuals	126038	stray,unknown	vict·u·al·s
atopy	126126	stray	at·op·y
advertorial	126206	stray,unknown	ad·ver·tor·i·al
heterodyne	126571	stray	hetero·dyn·e
teleostei	127209	stray,lowconf,unknown	tele·o·s·tei
sacrilegious	127981	stray,unknown	sac·r·ile·g·ious
elocution	128036	stray,unknown	e·loc·u·tion
misanthropy	128113	stray	mis·anthrop·y
bicentenary	128223	stray,unknown	bi·c·ent·en·ary
natatorium	128290	stray,unknown	nat·ator·i·um
cardia	128430	stray,unknown	cardi·a
zoroaster	128610	stray,lowconf,unknown	zo·roa·s·t·er
obsolescent	128611	stray,unknown	ob·sol·es·c·ent
anomie	128757	stray,lowconf,unknown	a·nom·ie
theban	129771	stray,unknown	the·b·an
sente	129856	stray	sent·e
aplysia	130131	stray,lowconf,unknown	a·ply·s·ia
groomsman	130192	stray,lowconf,unknown	gro·om·s·m·an
protamine	130871	stray	prot·a·min·e
individualize	130894	stray,unknown	in·di·vid·u·al·ize
marmoset	130906	stray,lowconf,unknown	mar·mo·s·et
bionics	131030	stray,unknown	bio·n·ic·s
grotius	131267	stray,lowconf,unknown	gro·tiu·s
indecipherable	131297	stray,unknown	in·de·cip·h·er·able
vitrectomy	131774	stray,unknown	vit·rect·om·y
demobilisation	131847	stray,unknown	demo·bi·li·s·ation
oculus	131858	stray,unknown	ocul·u·s
eveningwear	131903	stray,unknown	e·ven·ing·we·ar
asymmetrically	131941	stray	a·sym·metr·ical·ly
semitrailer	132106	stray,lowconf,unknown	se·mit·ra·ile·r
revitalised	132302	stray,unknown	re·vit·al·ise·d
allegiant	132541	stray,unknown	al·leg·ian·t
leguminosae	132741	stray,unknown	leg·u·min·o·s·ae
maternally	132791	stray,unknown	mater·n·al·ly
forelimb	132792	stray,unknown	fore·lim·b
opthalmic	133189	stray,unknown	opt·h·al·m·ic
inadmissibility	133253	stray,unknown	in·ad·miss·i·bi·l·ity
carnivora	133315	stray,unknown	carni·vor·a
oppositely	133346	stray,unknown	op·posit·e·ly
groats	133460	stray,lowconf,unknown	gro·at·s
precedential	133778	stray,unknown	pre·ced·ent·i·al
psychosexual	134016	stray,unknown	psycho·s·exu·al
intransigent	134214	stray,unknown	in·trans·i·gen·t
spirt	134324	stray,unknown	spir·t
tarahumara	134364	stray,lowconf,unknown	tar·ah·um·ar·a
belligerence	134535	stray,unknown	belli·ge·r·ence
materialization	134786	stray,unknown	mater·i·al·iz·ation
semarang	134811	stray,unknown	se·mar·an·g
officialdom	135058	stray,unknown	of·fic·i·al·dom
perfecta	135107	stray,unknown	per·fect·a
triazolam	135223	stray,lowconf,unknown	tri·a·zo·lam
antennal	135460	stray,unknown	an·ten·n·al
aliment	135553	stray	a·lim·ent
solvability	135843	stray,unknown	solv·a·bi·l·ity
immobilisation	135873	stray,unknown	im·mob·ili·s·ation
aminophylline	136069	stray,unknown	a·min·op·h·y·ll·ine
jacksonian	136236	stray,lowconf,unknown	jac·k·s·on·ian
poseur	136305	stray,unknown	pos·e·ur
tanguy	136440	stray,unknown	tang·u·y
dicarboxylic	136509	stray,lowconf,unknown	dic·ar·box·y·l·ic
synoptics	136811	stray	syn·optic·s
sympathizer	136822	stray,unknown	sym·path·ize·r
televangelist	136886	stray,lowconf,unknown	tele·v·an·gel·ist
navigability	136990	stray,unknown	navig·a·bi·l·ity
volvulus	136993	stray,lowconf,unknown	volv·ulu·s
aspectual	137077	stray,unknown	a·spect·u·al
ascidian	137095	stray,unknown	a·sci·d·ian
genoese	137390	stray,unknown	gen·o·es·e
unpersuasive	137394	stray,unknown	un·per·su·a·s·ive
synovitis	137417	stray,unknown	syn·o·vit·i·s
agapanthus	137605	stray,unknown	ag·a·pant·hu·s
inventorying	137641	stray	in·ven·tor·y·ing
equisetum	137652	stray,unknown	e·quis·et·um
unvaccinated	137689	stray,lowconf,unknown	un·vac·cin·ate·d
opsin	137865	stray,lowconf,unknown	op·s·in
sundanese	137968	stray,unknown	su·nd·an·es·e
homophobe	138522	stray	homo·phob·e
sukarno	138664	stray,lowconf,unknown	su·k·ar·no
tange	138679	stray	tang·e
bilby	139014	stray,lowconf,unknown	bi·lb·y
undemanding	139087	stray,unknown	un·dem·an·d·ing
actinomycin	139434	stray,lowconf,unknown	ac·tin·om·y·cin
pandanus	139516	stray,unknown	pan·d·an·u·s
ophrys	139538	stray,lowconf,unknown	op·hr·y·s
sensitizer	139670	stray,lowconf,unknown	sens·it·ize·r
engrossment	139749	stray	en·gro·s·s·ment
heliosphere	139890	stray,unknown	helio·s·ph·er·e
aspirator	139961	stray	a·spir·ator
reverential	139972	stray,unknown	re·ver·ent·i·al
comint	140035	stray,unknown	co·min·t
formosan	140082	stray,unknown	form·o·s·an
benedick	140405	stray,unknown	bene·dic·k
mandara	140427	stray,lowconf,unknown	man·d·ar·a
cytol	140642	stray,unknown	cyto·l
lignum	140704	stray,unknown	lig·n·um
ingenuous	140916	stray,unknown	in·gen·u·ous
remora	141305	stray,unknown	re·mor·a
creditworthy	141618	stray,unknown	credit·w·or·th·y
sensually	141646	stray,unknown	sens·u·al·ly
mutability	141665	stray,unknown	mut·a·bi·l·ity
alca	141882	stray,unknown	alc·a
sensorial	141916	stray,unknown	sens·or·i·al
pedigreed	142017	stray,lowconf,unknown	ped·igr·ee·d
ogee	142092	stray	o·ge·e
genetical	142108	stray,unknown	gene·t·ical
tortfeasor	142848	stray,lowconf,unknown	tort·fea·s·or
economizer	142925	stray,unknown	e·co·nom·ize·r
asynchrony	143228	stray	a·syn·chron·y
omnivore	143792	stray	omni·vor·e
superfecta	143904	stray,unknown	super·fect·a
analects	144435	stray	an·a·lect·s
beneficiation	144526	stray,unknown	bene·fic·i·ation
spiraea	144564	stray,unknown	spir·ae·a
demarche	144772	stray	dem·arch·e
demarcate	145068	stray,unknown	dem·ar·c·ate
amort	145303	stray	a·mort
atar	145742	stray	a·tar
agrostis	146269	stray,unknown	a·gro·s·ti·s
juglans	146337	stray,unknown	jug·l·an·s
biryani	147043	stray,lowconf,unknown	bi·r·y·an·i
electrostatically	147148	stray,lowconf,unknown	e·lect·ro·s·tat·ical·ly
polyelectrolyte	147855	stray,lowconf,unknown	poly·e·lect·ro·ly·te
fortissimo	148164	stray,lowconf,unknown	fort·i·s·s·imo
manduca	148219	stray,unknown	man·duc·a
tindale	148607	stray,unknown	tin·d·al·e
subjectivism	148884	stray,unknown	sub·ject·i·vis·m
prognostication	148939	stray,unknown	pro·gnos·t·ic·ation
animatronics	149045	stray,unknown	an·i·matr·on·ic·s
thermosphere	149202	stray,unknown	thermo·s·ph·er·e
anomalously	149219	stray	a·nom·al·ous·ly
immutability	149338	stray,unknown	im·mut·a·bi·l·ity
hydroelectricity	149406	stray,unknown	hydro·e·lect·r·ic·ity
seminoma	149503	stray,unknown	semi·nom·a
tangiers	149743	stray,unknown	tang·i·er·s
cytolytic	149945	stray,unknown	cyto·ly·t·ic
tindal	150351	stray,unknown	tin·d·al
magh	150450	stray,unknown	mag·h
matriarchy	150528	stray	matri·arch·y
scirpus	150770	stray,lowconf,unknown	sci·rpu·s
antipode	151242	stray	anti·pod·e
dickensian	151351	stray,unknown	dic·k·en·s·ian
epona	151621	stray,unknown	e·pon·a
ethene	151882	stray,lowconf,unknown	e·the·ne
tractability	151941	stray,unknown	tract·a·bi·l·ity
thermostatically	152123	stray,unknown	thermo·s·tat·ical·ly
alembic	152154	stray,unknown	al·em·bi·c
dominicus	152159	stray,unknown	domin·ic·u·s
acipenser	152175	stray	a·cip·en·s·er
hydrolysate	152440	stray	hydro·ly·s·ate
demiurge	152630	stray,lowconf,unknown	dem·i·ur·ge
electrum	152702	stray,unknown	e·lect·r·um
sacristy	152825	stray,unknown	sac·r·ist·y
epizootic	153004	stray,unknown	epi·zoo·t·ic
transferrable	153116	stray,unknown	trans·fer·r·able
effervescence	153271	stray,unknown	ef·fer·v·es·c·ence
cognisance	153892	stray	cogni·s·ance
morus	153923	stray,unknown	mor·u·s
legging	154054	stray,unknown	leg·g·ing
evolutionism	154087	stray	e·volut·ion·ism
mansard	154149	stray,unknown	man·s·ar·d
gropius	154399	stray,lowconf,unknown	gro·piu·s
clamouring	154600	stray,unknown	clam·o·ur·ing
gentiana	155199	stray,unknown	gen·t·ian·a
teleost	155486	stray,lowconf,unknown	tele·o·s·t
vitiated	155826	stray,unknown	vit·i·ate·d
ligustrum	155913	stray,unknown	lig·u·stru·m
indigestible	156083	stray,unknown	in·di·ge·s·t·ible
malvaceae	156570	stray,unknown	mal·vac·e·ae
illumine	156841	stray	il·lumin·e
amora	157311	stray,unknown	a·mor·a
quirkiness	157316	stray,unknown	quir·k·ine·s·s
manorial	157742	stray,unknown	man·or·i·al
ultrasuede	157791	stray	ultra·su·ed·e
bidens	157835	stray,unknown	bi·d·en·s
tenderizer	158056	stray,unknown	tend·er·ize·r
indiscipline	158231	stray,unknown	in·dis·cip·l·ine
caprine	158502	stray,unknown	cap·r·ine
jacobin	158539	stray,lowconf,unknown	jac·o·bi·n
proficiently	158604	stray,unknown	pro·fic·i·ent·ly
theodicy	159156	stray	theo·dic·y
geryon	160093	stray,lowconf,unknown	ge·r·y·on
sensitised	160407	stray,lowconf,unknown	sens·it·ise·d
ethelbert	160646	stray,lowconf,unknown	e·the·lb·er·t
edentulous	160840	stray,unknown	e·dent·ul·ous
metonymy	160966	stray	met·onym·y
proconsul	161081	stray,unknown	pro·con·su·l
algren	161085	stray,unknown	alg·r·en
minium	161109	stray,unknown	min·i·um
tangshan	162504	stray,unknown	tang·s·h·an
avens	162694	stray	a·ven·s
conceptualise	162707	stray,unknown	con·cept·u·al·ise
heteroptera	163098	stray,unknown	heter·opt·er·a
evisceration	163164	stray,unknown	e·vis·c·er·ation
corpuscular	163305	stray,lowconf,unknown	corp·u·s·cul·ar
limosa	163744	stray,lowconf,unknown	lim·o·s·a
imbibing	164276	stray,unknown	im·bi·b·ing
understandability	164976	stray,unknown	under·stand·a·bi·l·ity
capsizing	165017	stray,unknown	cap·s·iz·ing
hydrops	165027	stray	hydr·op·s
bioluminescent	165261	stray,unknown	bio·lumin·es·c·ent
postindustrial	165754	stray,lowconf,unknown	pos·tin·du·s·tri·al
pontos	166255	stray,lowconf,unknown	pon·to·s
unitard	166593	stray,unknown	uni·tar·d
inquisitorial	166696	stray,unknown	in·quis·itor·i·al
vitrine	166925	stray,unknown	vit·r·ine
torero	166934	stray,unknown	tor·er·o
querier	166970	stray,unknown	quer·i·er
convolvulus	167241	stray,lowconf,unknown	con·volv·ulu·s
evenhanded	168374	stray,unknown	e·ven·h·an·d·ed
progestogen	168472	stray,lowconf,unknown	pro·ge·s·tog·en
impelling	168544	stray,unknown	im·pel·l·ing
ascitic	169202	stray,unknown	a·sci·t·ic
diagnostician	169888	stray,unknown	dia·gnos·t·ic·ian
factorisation	169988	stray,unknown	fac·tor·i·s·ation
bivalvia	170455	stray,lowconf,unknown	bi·v·al·via
capybara	170510	stray,unknown	cap·y·b·ar·a
sudsy	170599	stray,unknown	su·d·s·y
ventrally	170701	stray,unknown	vent·r·al·ly
nonjudgmental	171792	stray,unknown	non·jud·g·ment·al
gesell	172127	stray,lowconf,unknown	ge·s·ell
pansexual	172302	stray,lowconf,unknown	pan·s·exu·al
propellor	172322	stray,unknown	pro·pel·l·or
anatidae	172740	stray,unknown	a·nat·id·ae
inauthentic	172929	stray,unknown	i·naut·h·ent·ic
podiceps	173084	stray,unknown	pod·ic·ep·s
thermopylae	173085	stray,unknown	therm·op·y·l·ae
patronised	174046	stray,lowconf,unknown	patr·on·ise·d
bicuspid	174465	stray,lowconf,unknown	bi·cu·s·pid
verbascum	174672	stray,unknown	verb·a·s·c·um
demoralised	174681	stray,unknown	de·mor·al·ise·d
hydroxychloroquine	174817	stray,lowconf,unknown	hydro·x·y·chl·or·oqu·ine
synovium	175125	stray,unknown	sy·nov·i·um
verrazano	175413	stray,lowconf,unknown	ver·raz·an·o
cottony	175551	stray	cotton·y
limnos	175588	stray,lowconf,unknown	lim·no·s
nativism	176209	stray,unknown	nat·i·vis·m
margay	176791	stray,lowconf,unknown	mar·ga·y
themistocles	177468	stray,lowconf,unknown	the·m·ist·ocl·es
flunky	177734	stray,lowconf,unknown	flu·nk·y
alcyone	177822	stray,lowconf,unknown	alc·y·one
tinkerer	177932	stray,unknown	tin·k·er·er
permissibility	177991	stray,unknown	per·miss·i·bi·l·ity
photostat	178090	stray,lowconf,unknown	photo·s·tat
overvaluation	178615	stray,unknown	o·ver·v·al·u·ation
helichrysum	179371	stray,lowconf,unknown	heli·chr·y·s·um
eventuate	179424	stray,unknown	e·vent·u·ate
efface	179742	stray	ef·fac·e
monopsony	179945	stray,unknown	mon·op·s·on·y
aluminate	179954	stray	a·lumin·ate
procardia	179991	stray,unknown	pro·cardi·a
limulus	180291	stray,lowconf,unknown	lim·ulu·s
actinomyces	180447	stray,lowconf,unknown	ac·tin·om·y·c·es
hypophyseal	181112	stray,unknown	hypo·phys·e·al
inapposite	181472	stray	in·ap·posit·e
impost	181538	stray,unknown	im·pos·t
veneering	181975	stray,unknown	ven·ee·r·ing
finnan	182071	stray,unknown	fin·n·an
consequentially	182171	stray,unknown	con·sequ·ent·i·al·ly
protoplast	182381	stray,lowconf,unknown	prot·op·la·s·t
archetypical	182630	stray,unknown	arch·ety·p·ical
amaterasu	182986	stray	a·mater·a·su
geostrategic	183137	stray,unknown	geo·s·tr·ate·g·ic
perspire	183319	stray	per·spir·e
geoduck	183717	stray,unknown	geo·duc·k
zoysia	183851	stray,lowconf,unknown	zo·y·s·ia
gemsbok	184367	stray,lowconf,unknown	ge·m·s·bok
inconveniently	184574	stray,unknown	in·con·ven·i·ent·ly
fluorspar	184660	stray,unknown	flu·or·s·p·ar
averroes	184864	stray,unknown	a·ver·ro·es
unrecognisable	184969	stray	un·re·cogni·s·able
territorially	184991	stray,unknown	terr·itor·i·al·ly
sukiyaki	185190	stray,lowconf,unknown	su·ki·y·aki
diflunisal	185220	stray,unknown	di·flu·ni·s·al
pelecanus	185341	stray,lowconf,unknown	pel·ec·an·u·s
cortinarius	185459	stray,unknown	cor·tin·ar·iu·s
mineralocorticoid	186096	stray,unknown	min·er·al·oc·or·t·ic·oid
zoonosis	186297	stray,unknown	zoo·n·osis
minnesotan	186855	stray,lowconf,unknown	min·n·es·ot·an
francophile	187008	stray,unknown	franc·op·h·ile
epiphyseal	187362	stray,unknown	epi·phys·e·al
mandatorily	187515	stray,unknown	man·d·ator·i·ly
theophany	188112	stray,unknown	the·op·h·an·y
transduce	188309	stray	trans·duc·e
reelect	188722	stray	re·e·lect
adenomyosis	188810	stray	ad·e·nom·y·osis
ingrate	189029	stray	in·grat·e
insensibility	189205	stray,unknown	in·sens·i·bi·l·ity
cedrus	189290	stray,lowconf,unknown	ced·ru·s
quern	189935	stray,unknown	quer·n
pandion	190043	stray,unknown	pan·d·ion
diatomite	190307	stray	di·at·o·mit·e
expediently	190467	stray,unknown	ex·ped·i·ent·ly
autofluorescence	190486	stray,unknown	auto·flu·or·es·c·ence
sensorium	190742	stray,unknown	sens·or·i·um
serviceberry	190920	stray,unknown	serv·ic·eb·er·r·y
inapplicability	190938	stray,unknown	in·ap·plic·a·bi·l·ity
sensuously	191331	stray,unknown	sens·u·ous·ly
dicentra	191613	stray,unknown	di·centr·a
visayan	191701	stray,unknown	vis·a·y·an
succotash	192034	stray,unknown	suc·cot·a·s·h
odocoileus	193302	stray,lowconf,unknown	o·doc·o·ile·u·s
gesner	193879	stray,unknown	ge·s·n·er
tinning	193924	stray,unknown	tin·n·ing
marbleized	194072	stray,unknown	mar·ble·ize·d
conceptus	194151	stray,unknown	con·cept·u·s
centralising	194233	stray,unknown	centr·al·i·s·ing
anthemis	194573	stray,unknown	an·the·mi·s
mandelstam	194598	stray,lowconf,unknown	man·del·s·tam
alleghenies	194731	stray,unknown	al·leg·h·en·i·es
cognisant	194737	stray	cogni·s·ant
athelstan	195037	stray,unknown	a·the·l·s·t·an
podocarpus	195836	stray,lowconf,unknown	pod·oc·ar·pu·s
pangloss	196590	stray,lowconf,unknown	pan·glo·s·s
epimetheus	196937	stray,unknown	ep·im·e·the·u·s
ajuga	197012	stray,unknown	a·jug·a
monetarist	197099	stray	mon·e·tar·ist
zostera	199430	stray,lowconf,unknown	zo·s·t·er·a
spectinomycin	199896	stray,lowconf,unknown	spect·i·nom·y·cin
pachisi	200372	stray,lowconf,unknown	pach·i·s·i
gratefulness	200921	stray,unknown	grat·e·ful·ness
involute	201076	stray	in·volut·e
inexpedient	201115	stray,unknown	in·ex·ped·i·ent
genu	201264	stray,unknown	gen·u
uninfluenced	201310	stray,unknown	un·in·flu·ence·d
commandery	201637	stray,unknown	com·man·d·ery
enzootic	201662	stray,unknown	en·zoo·t·ic
viviparous	201886	stray,unknown	vivi·p·ar·ous
agropyron	202216	stray,lowconf,unknown	a·gro·p·y·ron
genf	202582	stray,unknown	gen·f
psychokinetic	203007	stray,unknown	psycho·k·ine·t·ic
unsynchronized	203077	stray,unknown	un·syn·chron·ize·d
expedience	203182	stray,unknown	ex·ped·i·ence
physalis	203743	stray,unknown	phys·al·i·s
specialness	203812	stray,unknown	spec·i·al·ness
codefendant	203939	stray,unknown	co·de·fen·d·ant
amphipoda	204745	stray,unknown	amphi·pod·a
defenestration	205066	stray,unknown	de·fen·est·r·ation
yastrzemski	205189	stray,lowconf,unknown	y·astr·zem·s·ki
agnosia	205402	stray,lowconf,unknown	a·gnos·ia
occlude	205592	stray	oc·clud·e
antennaria	205708	stray,lowconf,unknown	an·ten·n·ar·ia
bithynia	205712	stray,lowconf,unknown	bi·th·y·nia
intraspecies	205767	stray,unknown	intra·spec·i·es
limbus	205875	stray,lowconf,unknown	lim·bu·s
pellicle	206540	stray,lowconf,unknown	pel·l·ic·le
micropterus	206613	stray,unknown	micr·opt·er·u·s
eparchy	206826	stray	ep·arch·y
magnetisation	206949	stray,unknown	magn·eti·s·ation
theophrastus	207004	stray,lowconf,unknown	the·op·hra·s·tu·s
enflurane	207146	stray,unknown	en·flu·r·an·e
bise	207669	stray	bi·s·e
decipherment	207836	stray,unknown	de·cip·h·er·ment
sophora	208025	stray,unknown	soph·or·a
deamination	208455	stray	de·a·min·ation
tortricidae	209370	stray,lowconf,unknown	tort·r·ic·id·ae
anacardiaceae	209545	stray,unknown	an·a·cardi·ace·ae
eskalith	209708	stray,lowconf,unknown	e·sk·al·ith
tinner	210147	stray,unknown	tin·n·er
expansively	210760	stray	ex·pan·s·ive·ly
suzerainty	210961	stray,lowconf,unknown	su·z·er·ain·ty
mansart	211527	stray,unknown	man·s·ar·t
miniaturisation	211644	stray,unknown	min·ia·tur·i·s·ation
thermotherapy	211764	stray,unknown	thermo·the·rap·y
cytisus	211989	stray	cyt·i·su·s
individualisation	212295	stray,unknown	in·di·vid·u·al·i·s·ation
audibility	213098	stray,unknown	aud·i·bi·l·ity
ethelred	213127	stray,unknown	e·the·lr·ed
patristics	213625	stray	patr·ist·ic·s
dermaptera	213861	stray,lowconf,unknown	derm·apt·er·a
tarsier	214427	stray,unknown	tar·s·i·er
homogenisation	214916	stray,unknown	homo·gen·i·s·ation
provender	215087	stray,unknown	pro·ven·d·er
prognosticator	215366	stray,unknown	pro·gnos·t·ic·ator
cisterna	216722	stray,lowconf,unknown	cis·t·er·na
podophyllum	217165	stray,lowconf,unknown	pod·op·h·y·ll·um
conjointly	218278	stray,unknown	con·join·t·ly
gelly	218408	stray,unknown	ge·l·ly
maracay	218618	stray,lowconf,unknown	mar·aca·y
triops	218662	stray	tri·op·s
panofsky	218784	stray,lowconf,unknown	pan·of·s·k·y
flub	220018	stray,unknown	flu·b
manichaean	220973	stray,unknown	man·ic·h·ae·an
demoralising	221532	stray,unknown	dem·or·al·i·s·ing
amobarbital	221584	stray,lowconf,unknown	a·mob·ar·bit·al
opalescence	222493	stray,unknown	op·al·es·c·ence
absentmindedly	222723	stray,unknown	ab·sent·min·d·ed·ly
edematous	223282	stray,unknown	e·dem·at·ous
consanguineous	223318	stray,unknown	con·sang·u·ine·ous
egeria	223421	stray,lowconf,unknown	e·ge·ria
coregonus	223890	stray,lowconf,unknown	co·reg·onu·s
motorman	223894	stray,unknown	mot·or·m·an
nativist	223948	stray,unknown	nat·i·vis·t
monetarism	223980	stray	mon·e·tar·ism
scission	224335	stray	sci·s·sion
spick	225507	stray,unknown	spic·k
syncytium	225973	stray,unknown	syn·cyt·i·um
tinware	226435	stray,unknown	tin·w·ar·e
cistus	226475	stray,lowconf,unknown	cis·tu·s
sacristan	226681	stray,unknown	sac·r·ist·an
magyarorszag	227022	stray,unknown	mag·y·ar·or·s·zag
overcrossing	227312	stray,lowconf,unknown	o·ver·cro·s·s·ing
homogenised	227696	stray,unknown	homo·gen·ise·d
dictyoptera	227976	stray,lowconf,unknown	dic·ty·opt·er·a
hypothesise	228071	stray	hypo·the·s·ise
verwoerd	228074	stray,lowconf,unknown	ver·wo·er·d
sciurus	228199	stray,unknown	sci·ur·u·s
sensitising	228449	stray,lowconf,unknown	sens·iti·s·ing
positivistic	228515	stray,unknown	posit·i·vis·t·ic
refractoriness	228770	stray	re·fract·or·ine·s·s
allocution	228885	stray,unknown	al·loc·u·tion
francium	229337	stray,unknown	franc·i·um
edibility	229372	stray,unknown	e·di·bi·l·ity
peloponnesus	229513	stray,unknown	pel·o·pon·n·es·u·s
expansiveness	230032	stray	ex·pan·s·ive·ness
everlastingly	230538	stray,unknown	e·ver·la·s·t·ing·ly
maguey	230549	stray,lowconf,unknown	mag·ue·y
resuscitator	230707	stray,unknown	re·su·sci·t·ator
genista	231224	stray,unknown	gen·ist·a
heliothis	231684	stray,lowconf,unknown	helio·thi·s
anoplura	231919	stray,unknown	an·op·l·ur·a
providentially	232811	stray,unknown	pro·vid·ent·i·al·ly
overfed	232830	stray,lowconf,unknown	o·ver·f·ed
psychodynamics	232963	stray	psycho·dynam·ic·s
protactinium	233444	stray,unknown	prot·ac·tin·i·um
convolute	233952	stray	con·volut·e
polypodium	234480	stray,unknown	poly·pod·i·um
overfeeding	235020	stray,lowconf,unknown	o·ver·f·ee·d·ing
asthenosphere	235173	stray,lowconf,unknown	as·the·no·s·ph·er·e
tartary	235258	stray	tar·tar·y
reface	235300	stray	re·fac·e
actinomycetales	235377	stray,lowconf,unknown	ac·tin·om·y·cet·al·es
gerbert	235468	stray,lowconf,unknown	ge·rb·er·t
perspicuous	235640	stray,unknown	per·spic·u·ous
connate	236198	stray	con·nat·e
alcedo	236280	stray,unknown	al·ced·o
bialy	236614	stray	bi·al·y
psychosurgery	236694	stray,unknown	psycho·s·ur·g·ery
defendable	236981	stray,unknown	de·fen·d·able
agavaceae	237308	stray,unknown	ag·a·vac·e·ae
morganite	237468	stray,lowconf,unknown	mor·g·an·ite
pseudepigrapha	238301	stray,unknown	pseud·epi·graph·a
incapability	238552	stray,unknown	in·cap·a·bi·l·ity
untarnished	239462	stray,unknown	un·tar·n·ish·ed
anomy	239491	stray	a·nom·y
almandine	239771	stray,unknown	al·man·d·ine
vermis	240436	stray,lowconf,unknown	ver·mi·s
succoth	240455	stray,unknown	suc·cot·h
agrobiological	242445	stray	a·gro·bio·log·ical
paternally	242515	stray,unknown	pater·n·al·ly
augean	242662	stray	a·u·ge·an
apresoline	242878	stray	a·pre·sol·ine
unacceptability	242951	stray,unknown	un·ac·cept·a·bi·l·ity
viscum	243613	stray,unknown	vis·c·um
marmota	245161	stray,unknown	mar·mot·a
susah	245184	stray,lowconf,unknown	su·s·ah
temporalis	245241	stray,unknown	tempor·al·i·s
mintmark	245242	stray,lowconf,unknown	min·tm·ar·k
gelsemium	246109	stray,lowconf,unknown	ge·l·s·emi·um
semisynthetic	246193	stray,unknown	semi·syn·the·t·ic
astrodynamics	248268	stray	astro·dynam·ic·s
anomala	249707	stray,unknown	a·nom·al·a
victualler	250242	stray,unknown	vict·u·al·l·er
macropus	250827	stray,unknown	macr·op·u·s
vermiform	250889	stray,lowconf,unknown	ver·mif·or·m
gerris	250927	stray,lowconf,unknown	ge·rri·s
provenience	250977	stray,unknown	pro·ven·i·ence
embioptera	252300	stray,unknown	em·bi·opt·er·a
pongee	252641	stray	pon·ge·e
quirt	253323	stray,unknown	quir·t
limburger	253648	stray,unknown	lim·b·ur·g·er
locution	254008	stray,unknown	loc·u·tion
spirogyra	254300	stray,lowconf,unknown	spir·og·y·ra
undersurface	254774	stray	under·sur·fac·e
dicotyledonous	254844	stray,unknown	di·cot·y·l·ed·on·ous
liveried	255054	stray,unknown	liver·i·ed
aminopyrine	255511	stray,unknown	a·min·op·y·r·ine
cottus	255524	stray,lowconf,unknown	cot·tu·s
analecta	255900	stray,unknown	an·a·lect·a
suggestible	255961	stray,unknown	sug·ge·s·t·ible
inclose	256945	stray	in·clos·e
conceptualism	257527	stray,unknown	con·cept·u·al·ism
dimity	257684	stray	di·mit·y
disingenuously	257709	stray,unknown	dis·in·gen·u·ous·ly
averment	258078	stray	a·ver·ment
limper	258135	stray,unknown	lim·p·er
uncombined	258161	stray,unknown	un·com·bi·n·ed
spiranthes	259331	stray,unknown	spir·ant·h·es
abecedarian	259504	stray	ab·e·ced·ar·ian
undecipherable	260011	stray,unknown	un·de·cip·h·er·able
hydrophytic	260086	stray,unknown	hydro·phy·t·ic
telophase	260519	stray,unknown	tel·op·ha·s·e
avocational	260785	stray	a·voc·ation·al
azolla	260821	stray,lowconf,unknown	a·zo·lla
ferial	261287	stray,unknown	fer·i·al
alcides	262046	stray	al·cide·s
